,alias,total,remuneration,employability,jobSatisfaction,workLifeBalance,diversityInTasks,careerProgressionOpportunities,__typename
2165,herbalist,1.0,3.0,3.0,4.0,4.0,4.0,4.0,RoleReviewStats
2166,produce-manager,6.0,4.2,4.2,3.5,3.2,3.5,3.8,RoleReviewStats
2167,beauty-adviser,10.0,2.9,3.5,3.6,3.8,3.8,2.9,RoleReviewStats
2168,store-manager,294.0,3.3,3.9,3.7,3.5,3.7,3.4,RoleReviewStats
2169,visual-merchandiser,53.0,3.1,3.6,4.0,4.1,4.2,3.6,RoleReviewStats
2170,retail-sales-assistant,560.0,3.4,3.3,3.5,3.9,3.3,3.1,RoleReviewStats
2171,management-team-leader,,,,,,,,
2172,retail-sales-associate,52.0,3.4,3.4,3.6,3.8,3.3,3.1,RoleReviewStats
2173,merchandiser,100.0,3.5,3.3,3.9,4.3,3.8,2.9,RoleReviewStats
2174,assistant-store-manager,108.0,3.2,3.9,3.5,3.5,3.5,3.6,RoleReviewStats
2175,retail-buyer,,,,,,,,
2176,allocation-analyst,2.0,2.5,3.5,4.0,5.0,3.5,3.0,RoleReviewStats
2177,cashier,128.0,3.5,3.7,3.7,3.9,3.4,3.4,RoleReviewStats
2178,counter-manager,4.0,2.3,3.3,3.8,3.5,3.5,2.3,RoleReviewStats
2179,storage-consultant,3.0,2.0,3.3,3.3,3.7,3.7,2.3,RoleReviewStats
2180,merchandise-coordinator,,,,,,,,
2181,concession-manager,4.0,3.5,4.0,4.3,3.3,3.8,3.8,RoleReviewStats
2182,cluster-manager,3.0,4.3,4.3,4.7,4.7,4.7,4.7,RoleReviewStats
2183,store-leader,2.0,4.0,4.0,4.5,4.5,4.5,4.5,RoleReviewStats
2184,showroom-manager,9.0,3.0,3.7,3.9,4.0,3.7,3.6,RoleReviewStats
2185,department-manager,29.0,3.8,4.2,3.7,3.4,3.7,4.0,RoleReviewStats
2186,flagship-manager,,,,,,,,
2187,sales-assistant,258.0,3.4,3.4,3.5,3.8,3.4,3.3,RoleReviewStats
2188,customer-service-and-sales-consultant,14.0,3.2,3.3,3.6,4.0,3.1,3.1,RoleReviewStats
2189,meat-manager,4.0,2.0,3.8,3.5,3.5,3.3,3.3,RoleReviewStats
2190,bakery-assistant,40.0,3.3,3.6,3.7,3.7,3.9,3.6,RoleReviewStats
2191,criminologist,,,,,,,,
2192,makeup-artist,13.0,3.4,3.2,4.2,3.8,4.0,3.3,RoleReviewStats
2193,store-supervisor,12.0,3.4,3.7,3.5,3.7,3.6,3.6,RoleReviewStats
2194,retail-team-leader,5.0,2.8,3.0,3.8,4.2,3.4,2.6,RoleReviewStats
2195,retail-executive,,,,,,,,
2196,buyer,8.0,3.6,3.5,3.8,3.5,3.9,3.5,RoleReviewStats
2197,customer-service-assistant,84.0,3.5,3.6,3.4,3.9,3.4,3.4,RoleReviewStats
2198,planning-assistant,,,,,,,,
2199,planning-analyst,4.0,4.0,4.0,3.8,3.8,4.0,4.0,RoleReviewStats
2200,area-leader,2.0,3.0,2.5,4.0,3.5,3.5,4.0,RoleReviewStats
2201,demand-manager,,,,,,,,
2202,experience-consultant,,,,,,,,
2203,centre-operator,,,,,,,,
2204,stylist,23.0,3.7,3.5,4.2,3.7,3.8,3.8,RoleReviewStats
2205,dogperson,5.0,3.4,3.0,4.8,4.0,4.6,3.8,RoleReviewStats
2206,retail-coordinator,,,,,,,,
2207,delivery-specialist,1.0,5.0,5.0,5.0,5.0,4.0,5.0,RoleReviewStats
2208,brand-ambassador,38.0,3.7,3.3,3.9,4.2,3.6,3.0,RoleReviewStats
2209,area-manager,67.0,3.4,3.8,4.0,3.8,4.0,3.6,RoleReviewStats
2210,demand-analyst,,,,,,,,
2211,showroom-consultant,3.0,3.3,4.7,4.0,4.0,5.0,3.7,RoleReviewStats
2212,sales-supervisor,4.0,3.0,3.5,3.0,3.8,3.0,2.8,RoleReviewStats
2213,category-manager,9.0,3.7,3.8,3.9,3.4,4.1,3.3,RoleReviewStats
2214,operations-clerk,2.0,3.5,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
2215,allocator,6.0,3.5,4.2,3.3,3.3,2.3,3.3,RoleReviewStats
2216,actor,25.0,3.8,2.6,4.4,4.1,4.1,3.7,RoleReviewStats
2217,product-coordinator,2.0,4.0,3.5,4.5,4.0,3.5,3.5,RoleReviewStats
2218,brand-specialist,,,,,,,,
2219,design-consultant,2.0,3.5,3.5,4.0,4.5,4.0,3.5,RoleReviewStats
2220,location-manager,,,,,,,,
2221,regional-manager,41.0,3.6,4.0,4.0,3.7,4.0,3.7,RoleReviewStats
2222,floor-manager,1.0,4.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2223,sales-adviser,7.0,3.4,3.9,4.0,4.1,3.7,3.6,RoleReviewStats
2224,account-consultant,,,,,,,,
2225,marketing-representative,,,,,,,,
2226,account-development-manager,1.0,3.0,4.0,3.0,3.0,3.0,4.0,RoleReviewStats
2227,field-representative,2.0,3.5,3.0,4.5,4.0,4.0,3.0,RoleReviewStats
2228,specification-representative,,,,,,,,
2229,sales-representative,98.0,3.5,3.7,4.0,4.0,3.7,3.6,RoleReviewStats
2230,relationship-adviser,1.0,4.0,4.0,3.0,4.0,2.0,3.0,RoleReviewStats
2231,sales-and-business-development-manager,3.0,3.7,3.7,4.3,3.3,4.0,4.3,RoleReviewStats
2232,sales-development-representative,3.0,4.3,2.7,4.0,4.7,3.7,4.3,RoleReviewStats
2233,sales-officer,2.0,3.0,2.0,2.0,2.0,2.0,2.0,RoleReviewStats
2234,sales-professional,10.0,3.5,3.8,3.6,3.7,3.1,3.4,RoleReviewStats
2235,segment-manager,,,,,,,,
2236,specification-consultant,,,,,,,,
2237,membership-consultant,4.0,2.8,4.3,3.8,2.5,3.0,3.0,RoleReviewStats
2238,salesperson,50.0,3.0,3.4,3.4,3.4,3.1,3.1,RoleReviewStats
2239,sales-director,4.0,4.0,2.8,3.8,3.3,3.0,4.3,RoleReviewStats
2240,sales-analyst,1.0,3.0,5.0,1.0,1.0,5.0,5.0,RoleReviewStats
2241,specification-manager,,,,,,,,
2242,territory-manager,46.0,3.9,3.8,4.3,4.3,4.2,3.8,RoleReviewStats
2243,sales-account-manager,25.0,3.4,3.8,3.8,4.0,3.6,3.4,RoleReviewStats
2244,key-account-manager,33.0,3.8,4.1,4.0,4.2,3.9,3.8,RoleReviewStats
2245,sales-consultant,170.0,3.6,3.6,3.7,3.9,3.6,3.5,RoleReviewStats
2246,partner-manager,,,,,,,,
2247,business-development-manager,146.0,3.8,3.8,4.1,4.1,4.0,3.7,RoleReviewStats
2248,customer-manager,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2249,business-development-specialist,,,,,,,,
2250,channel-manager,1.0,4.0,4.0,4.0,4.0,3.0,4.0,RoleReviewStats
2251,business-development-representative,2.0,3.5,4.5,3.5,5.0,4.5,5.0,RoleReviewStats
2252,account-manager,136.0,3.8,3.9,3.9,4.0,3.9,3.6,RoleReviewStats
2253,sales-specialist,2.0,4.5,4.0,4.5,4.5,3.0,4.0,RoleReviewStats
2254,sales-manager,120.0,3.6,3.8,4.1,3.9,4.0,3.7,RoleReviewStats
2255,sales-team-leader,7.0,3.7,3.7,3.9,3.9,3.9,3.9,RoleReviewStats
2256,business-development-executive,8.0,3.5,4.3,4.6,4.5,4.3,4.1,RoleReviewStats
2257,customer-success-manager,6.0,3.3,2.8,3.7,4.2,3.5,2.7,RoleReviewStats
2258,inside-sales-representative,2.0,3.5,3.0,3.5,4.0,3.0,3.5,RoleReviewStats
2259,sales-executive,54.0,3.7,3.9,3.9,4.0,3.5,3.6,RoleReviewStats
2260,partnerships-manager,13.0,3.8,3.3,3.9,3.7,4.0,3.6,RoleReviewStats
2261,campaign-executive,,,,,,,,
2262,success-manager,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2263,proposal-manager,1.0,4.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
2264,business-activity-statement-agent,1.0,4.0,5.0,5.0,5.0,5.0,4.0,RoleReviewStats
2265,showroom-consultant,3.0,3.3,4.7,4.0,4.0,5.0,3.7,RoleReviewStats
2266,account-executive,24.0,3.4,3.6,3.7,4.0,3.4,3.4,RoleReviewStats
2267,sales-engineer,20.0,4.1,4.3,4.3,4.4,4.3,4.3,RoleReviewStats
2268,business-specialist,3.0,5.0,3.3,5.0,5.0,4.7,3.7,RoleReviewStats
2269,management-associate,,,,,,,,
2270,solutions-specialist,1.0,5.0,5.0,4.0,2.0,5.0,4.0,RoleReviewStats
2271,brand-ambassador,38.0,3.7,3.3,3.9,4.2,3.6,3.0,RoleReviewStats
2272,account-specialist,1.0,3.0,5.0,5.0,5.0,3.0,5.0,RoleReviewStats
2273,sales-supervisor,4.0,3.0,3.5,3.0,3.8,3.0,2.8,RoleReviewStats
2274,relationship-manager,39.0,3.8,3.8,4.1,4.1,4.0,4.0,RoleReviewStats
2275,partnerships-executive,,,,,,,,
2276,supply-chain-consultant,,,,,,,,
2277,bid-manager,4.0,4.0,4.8,4.0,3.5,3.3,2.8,RoleReviewStats
2278,finance-consultant,2.0,3.5,5.0,3.5,2.5,3.0,2.5,RoleReviewStats
2279,tender-manager,1.0,4.0,4.0,5.0,4.0,4.0,4.0,RoleReviewStats
2280,sales-and-service-manager,,,,,,,,
2281,sales-support-specialist,,,,,,,,
2282,growth-manager,1.0,4.0,5.0,4.0,4.0,5.0,4.0,RoleReviewStats
2283,pricing-officer,,,,,,,,
2284,state-manager,11.0,3.7,4.0,3.9,3.6,4.0,3.5,RoleReviewStats
2285,call-centre-sales-representative,6.0,3.8,4.0,3.8,3.8,3.2,3.2,RoleReviewStats
2286,vendor-manager,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2287,customer-realtionship-management-consultant,1.0,3.0,4.0,4.0,4.0,3.0,3.0,RoleReviewStats
2288,production-specialist,2.0,4.5,4.5,4.5,4.0,5.0,4.5,RoleReviewStats
2289,development-specialist,,,,,,,,
2290,district-manager,1.0,1.0,4.0,3.0,2.0,3.0,3.0,RoleReviewStats
2291,promotions-manager,1.0,4.0,3.0,3.0,5.0,3.0,4.0,RoleReviewStats
2292,account-director,,,,,,,,
2293,finance-specialist,1.0,1.0,1.0,1.0,2.0,1.0,3.0,RoleReviewStats
2294,retention-coordinator,,,,,,,,
2295,account-coordinator,4.0,3.3,4.5,4.5,4.8,4.3,4.3,RoleReviewStats
2296,pricing-manager,1.0,3.0,4.0,4.0,4.0,3.0,3.0,RoleReviewStats
2297,client-manager,17.0,3.1,3.9,3.3,3.6,3.6,3.1,RoleReviewStats
2298,partnerships-coordinator,1.0,2.0,2.0,2.0,3.0,1.0,2.0,RoleReviewStats
2299,embryologist,2.0,4.0,4.5,4.5,4.0,4.5,4.5,RoleReviewStats
2300,meteorologist,2.0,3.5,4.0,4.5,4.5,3.5,4.0,RoleReviewStats
2301,forester,,,,,,,,
2302,mathematician,,,,,,,,
2303,certification-officer,,,,,,,,
2304,geographic-information-system-officer,1.0,5.0,5.0,5.0,5.0,4.0,3.0,RoleReviewStats
2305,statistician,3.0,4.0,4.3,4.3,4.3,3.7,4.0,RoleReviewStats
2306,modeller,,,,,,,,
2307,chemist,25.0,3.4,4.1,3.8,4.1,3.8,3.4,RoleReviewStats
2308,food-technologist,5.0,3.4,4.4,3.6,3.0,4.0,4.2,RoleReviewStats
2309,laboratory-scientist,1.0,2.0,2.0,5.0,3.0,5.0,3.0,RoleReviewStats
2310,microbiologist,16.0,3.6,3.8,4.0,3.9,3.6,3.9,RoleReviewStats
2311,archaeologist,6.0,3.8,3.2,3.3,3.7,4.5,3.5,RoleReviewStats
2312,ecologist,4.0,2.8,2.8,3.5,3.3,3.5,3.0,RoleReviewStats
2313,environmental-scientist,2.0,4.0,4.5,4.5,5.0,3.0,3.0,RoleReviewStats
2314,marine-biologist,,,,,,,,
2315,laboratory-analyst,5.0,3.0,3.6,3.6,3.8,3.2,3.4,RoleReviewStats
2316,strategic-analyst,,,,,,,,
2317,laboratory-technician,103.0,3.2,3.6,3.6,3.8,3.5,3.1,RoleReviewStats
2318,laboratory-supervisor,5.0,3.8,4.2,4.0,4.2,3.6,3.2,RoleReviewStats
2319,technologist,3.0,3.3,2.7,3.7,3.0,4.0,2.7,RoleReviewStats
2320,materials-engineer,2.0,5.0,5.0,5.0,5.0,5.0,4.5,RoleReviewStats
2321,testing-technician,3.0,3.7,3.0,4.3,3.0,4.0,2.0,RoleReviewStats
2322,laboratory-assistant,51.0,3.4,3.6,3.7,3.7,3.5,3.3,RoleReviewStats
2323,animal-technician,11.0,4.0,3.9,3.9,3.9,3.2,3.2,RoleReviewStats
2324,bim-manager,3.0,4.7,4.3,4.7,4.7,4.3,4.3,RoleReviewStats
2325,technical-officer,54.0,3.2,3.8,3.7,3.9,3.6,3.2,RoleReviewStats
2326,technical-assistant,9.0,3.1,3.7,3.1,3.0,3.2,2.6,RoleReviewStats
2327,botanist,1.0,5.0,5.0,5.0,4.0,5.0,5.0,RoleReviewStats
2328,data-scientist,19.0,3.6,3.8,4.1,4.2,4.1,3.9,RoleReviewStats
2329,extension-officer,2.0,4.0,4.0,5.0,4.5,5.0,5.0,RoleReviewStats
2330,game-designer,1.0,1.0,1.0,3.0,5.0,5.0,2.0,RoleReviewStats
2331,biostatistician,1.0,3.0,5.0,5.0,5.0,4.0,3.0,RoleReviewStats
2332,scientist,9.0,3.8,3.8,4.1,4.0,4.0,3.1,RoleReviewStats
2333,geophysicist,3.0,3.3,4.0,3.7,3.3,3.7,3.0,RoleReviewStats
2334,biomedical-engineer,8.0,3.3,4.4,4.5,4.3,4.5,4.1,RoleReviewStats
2335,environmental-consultant,3.0,3.3,4.7,4.7,4.3,5.0,5.0,RoleReviewStats
2336,driving-instructor,30.0,3.7,3.7,4.3,3.9,3.5,2.9,RoleReviewStats
2337,swimming-instructor,70.0,3.5,3.8,4.3,4.2,3.5,3.4,RoleReviewStats
2338,personal-trainer,72.0,3.5,3.2,4.4,4.1,4.0,3.7,RoleReviewStats
2339,participation-manager,,,,,,,,
2340,fitness-instructor,9.0,3.4,2.8,4.6,4.1,3.9,2.8,RoleReviewStats
2341,pilates-instructor,,,,,,,,
2342,lifeguard,60.0,3.8,3.8,4.1,4.1,3.4,3.6,RoleReviewStats
2343,club-manager,27.0,3.4,3.6,4.0,3.7,3.5,3.2,RoleReviewStats
2344,participation-officer,,,,,,,,
2345,studio-manager,5.0,3.2,3.4,3.6,3.4,3.8,3.8,RoleReviewStats
2346,coach,43.0,3.3,3.4,4.1,4.2,3.8,3.7,RoleReviewStats
2347,centre-supervisor,,,,,,,,
2348,centre-coordinator,2.0,4.5,4.0,4.0,4.5,4.5,4.5,RoleReviewStats
2349,activities-officer,2.0,3.0,3.0,4.0,3.5,4.5,3.0,RoleReviewStats
2350,pilot,30.0,2.8,2.8,3.7,3.2,3.3,3.1,RoleReviewStats
2351,aftersales-manager,,,,,,,,
2352,barber,20.0,3.4,3.8,4.0,3.4,3.9,3.8,RoleReviewStats
2353,colourist,,,,,,,,
2354,crowd-controller,7.0,3.3,3.1,3.9,3.7,4.0,3.6,RoleReviewStats
2355,dismantler,1.0,2.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2356,gasfitter,27.0,3.9,4.0,4.0,3.8,4.4,3.7,RoleReviewStats
2357,hairstylist,7.0,3.3,3.6,3.4,3.1,4.0,3.6,RoleReviewStats
2358,master-technician,1.0,2.0,3.0,4.0,3.0,3.0,2.0,RoleReviewStats
2359,nail-technician,15.0,3.3,3.2,3.9,3.8,3.9,3.7,RoleReviewStats
2360,panelbeater,27.0,3.2,3.9,3.6,3.5,3.9,3.3,RoleReviewStats
2361,prepress-operator,4.0,2.8,3.8,4.5,4.5,3.8,3.8,RoleReviewStats
2362,signwriter,4.0,2.8,3.8,3.8,4.0,4.3,2.8,RoleReviewStats
2363,motor-trimmer,1.0,4.0,3.0,4.0,4.0,4.0,4.0,RoleReviewStats
2364,wheel-alignment-technician,4.0,2.8,4.0,3.3,3.5,2.8,2.5,RoleReviewStats
2365,service-adviser,79.0,3.0,3.8,3.2,3.0,3.5,3.2,RoleReviewStats
2366,screenprinter,4.0,3.3,3.3,3.0,3.8,3.0,3.0,RoleReviewStats
2367,motor-technician,2.0,2.5,4.0,4.0,2.5,4.0,3.0,RoleReviewStats
2368,industrial-spraypainter,4.0,3.0,3.5,4.0,3.3,3.5,2.3,RoleReviewStats
2369,boner,2.0,3.0,4.0,3.0,3.5,3.0,2.0,RoleReviewStats
2370,butcher-manager,2.0,4.0,4.5,4.0,4.0,4.5,4.0,RoleReviewStats
2371,solid-plasterer,4.0,3.0,3.5,3.8,2.5,2.5,2.8,RoleReviewStats
2372,chiller-technician,1.0,5.0,5.0,5.0,5.0,3.0,5.0,RoleReviewStats
2373,tinter,,,,,,,,
2374,diagnostic-technician,4.0,3.0,4.5,3.0,3.5,5.0,3.0,RoleReviewStats
2375,decorator,11.0,3.5,3.7,4.5,3.9,4.5,3.9,RoleReviewStats
2376,builder,18.0,3.4,3.3,4.1,3.7,4.0,3.3,RoleReviewStats
2377,air-conditioning-and-refrigeration-technician,2.0,4.0,4.5,4.5,4.5,4.0,4.5,RoleReviewStats
2378,parts-adviser,2.0,4.0,4.5,4.5,4.0,4.5,4.0,RoleReviewStats
2379,cabinetmaker,71.0,3.1,3.9,3.7,3.7,3.5,3.4,RoleReviewStats
2380,hairdresser,84.0,2.9,3.6,3.7,3.4,3.6,3.7,RoleReviewStats
2381,beauty-therapist,85.0,3.1,3.5,3.9,3.6,3.7,3.5,RoleReviewStats
2382,appliance-technician,1.0,2.0,4.0,3.0,4.0,5.0,2.0,RoleReviewStats
2383,forklift-technician,1.0,4.0,4.0,4.0,3.0,5.0,4.0,RoleReviewStats
2384,pool-and-spa-technician,,,,,,,,
2385,layer,,,,,,,,
2386,car-detailer,29.0,3.7,4.0,4.0,4.1,3.9,3.5,RoleReviewStats
2387,automotive-mechanic,34.0,3.4,3.7,3.8,3.8,4.0,3.7,RoleReviewStats
2388,tool-technician,,,,,,,,
2389,greenkeeper,9.0,3.1,3.4,4.1,4.3,4.1,3.7,RoleReviewStats
2390,butcher,49.0,3.2,3.7,3.6,3.5,3.6,3.3,RoleReviewStats
2391,pest-technician,3.0,3.7,4.3,3.3,4.0,3.0,3.7,RoleReviewStats
2392,roof-plumber,23.0,3.5,3.6,4.0,3.8,4.0,3.5,RoleReviewStats
2393,tiler,19.0,3.3,3.3,3.4,3.6,3.4,2.9,RoleReviewStats
2394,tyre-technician,14.0,3.3,3.6,3.3,3.2,3.4,3.4,RoleReviewStats
2395,air-conditioning-technician,10.0,3.4,4.2,3.8,3.6,4.2,3.7,RoleReviewStats
2396,security-system-technician,,,,,,,,
2397,plasterer,26.0,3.9,3.7,3.9,4.3,4.0,3.8,RoleReviewStats
2398,toolmaker,6.0,3.7,3.3,3.5,4.0,3.7,2.7,RoleReviewStats
2399,security-guard,130.0,3.3,3.3,3.6,3.4,3.6,3.2,RoleReviewStats
2400,plumber,61.0,3.6,3.7,3.9,3.6,4.2,4.0,RoleReviewStats
2401,locksmith,10.0,2.9,4.1,3.9,4.0,4.7,3.0,RoleReviewStats
2402,formwork-carpenter,39.0,4.0,3.3,4.0,3.5,3.8,3.9,RoleReviewStats
2403,infrastructure-worker,,,,,,,,
2404,heating-ventilation-and-air-conditioning-technician,7.0,3.0,4.3,3.6,3.4,4.4,3.4,RoleReviewStats
2405,bricklayer,55.0,3.4,3.3,3.6,3.6,3.4,3.5,RoleReviewStats
2406,motor-mechanic,41.0,3.2,3.7,3.7,3.8,4.0,3.5,RoleReviewStats
2407,industrial-electrician,30.0,4.3,4.2,4.1,3.9,4.3,4.0,RoleReviewStats
2408,security-officer,129.0,3.5,3.6,3.7,3.6,3.6,3.2,RoleReviewStats
2409,stonemason,17.0,3.5,3.9,4.0,3.8,3.8,3.5,RoleReviewStats
2410,maintenance-carpenter,19.0,3.6,3.9,3.9,3.8,4.2,3.5,RoleReviewStats
2411,meter-reader,8.0,2.9,2.5,3.4,3.8,2.9,2.1,RoleReviewStats
2412,welder,44.0,3.8,3.8,3.9,4.0,3.8,3.8,RoleReviewStats
2413,landscaper,33.0,3.6,3.8,4.0,4.2,3.9,3.7,RoleReviewStats
2414,vehicle-mechanic,1.0,4.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
2415,installation-technician,1.0,5.0,5.0,5.0,3.0,4.0,5.0,RoleReviewStats
2416,jeweller,5.0,3.4,4.2,4.6,4.0,4.4,3.2,RoleReviewStats
2417,tig-welder,6.0,4.0,4.0,4.0,4.0,3.7,3.5,RoleReviewStats
2418,gardener,70.0,3.3,3.7,4.0,4.0,3.9,3.3,RoleReviewStats
2419,fitter-and-turner,55.0,3.7,3.9,4.1,4.0,4.1,3.6,RoleReviewStats
2420,spraypainter,44.0,3.6,4.0,4.0,3.9,3.9,3.4,RoleReviewStats
2421,roofer,5.0,3.6,3.4,3.4,4.0,3.6,3.4,RoleReviewStats
2422,security-supervisor,10.0,3.4,4.0,4.1,3.4,4.0,3.6,RoleReviewStats
2423,automotive-technician,56.0,3.1,4.2,3.8,3.8,4.0,3.4,RoleReviewStats
2424,salon-manager,4.0,3.3,4.3,4.8,3.5,3.5,3.8,RoleReviewStats
2425,glazier,15.0,3.3,3.6,3.4,3.7,3.7,3.3,RoleReviewStats
2426,dermal-therapist,2.0,3.0,3.0,3.5,3.5,2.5,1.5,RoleReviewStats
2427,joiner,4.0,4.0,4.8,5.0,4.8,4.3,4.3,RoleReviewStats
2428,mower-operator,1.0,1.0,1.0,1.0,2.0,1.0,1.0,RoleReviewStats
2429,electrician,170.0,3.7,3.8,3.8,3.8,3.9,3.8,RoleReviewStats
2430,maintenance-electrician,49.0,3.6,3.9,3.8,3.8,4.0,3.3,RoleReviewStats
2431,vehicle-technician,2.0,2.5,3.5,3.5,3.5,3.5,3.0,RoleReviewStats
2432,air-conditioning-mechanic,,,,,,,,
2433,construction-labourer,84.0,4.0,3.7,3.9,3.9,3.8,3.7,RoleReviewStats
2434,civil-labourer,33.0,4.1,3.6,4.3,4.2,4.1,4.1,RoleReviewStats
2435,refrigeration-technician,6.0,3.8,4.5,4.2,3.5,4.5,4.0,RoleReviewStats
2436,refrigeration-mechanic,28.0,3.5,4.0,3.8,3.6,4.3,3.6,RoleReviewStats
2437,picture-framer,6.0,3.0,3.5,4.0,3.8,3.8,3.0,RoleReviewStats
2438,baker,69.0,3.0,3.8,3.3,3.2,3.3,3.2,RoleReviewStats
2439,meter-technician,1.0,4.0,3.0,4.0,4.0,2.0,3.0,RoleReviewStats
2440,florist,24.0,3.0,3.4,4.1,3.7,3.8,3.4,RoleReviewStats
2441,painter,51.0,3.6,3.6,4.1,3.7,3.8,3.6,RoleReviewStats
2442,motorcycle-technician,1.0,4.0,4.0,4.0,4.0,5.0,4.0,RoleReviewStats
2443,steelfixer,17.0,4.1,3.7,4.3,3.7,3.8,3.9,RoleReviewStats
2444,heavy-vehicle-mechanic,22.0,3.6,4.0,3.7,3.6,4.0,3.8,RoleReviewStats
2445,automotive-electrician,83.0,4.0,4.2,4.3,4.1,4.2,3.8,RoleReviewStats
2446,linesperson,3.0,4.3,3.7,4.7,5.0,4.0,3.3,RoleReviewStats
2447,cake-decorator,11.0,3.1,3.4,4.2,3.7,4.3,3.1,RoleReviewStats
2448,spa-manager,4.0,2.3,3.8,4.3,2.8,4.0,3.5,RoleReviewStats
2449,maintenance-officer,53.0,3.2,3.8,4.0,3.9,4.1,3.2,RoleReviewStats
2450,restoration-technician,8.0,3.0,3.5,3.4,3.1,4.0,3.3,RoleReviewStats
2451,parts-manager,12.0,3.8,4.8,4.0,3.8,3.8,3.3,RoleReviewStats
2452,windscreen-fitter,1.0,4.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2453,handyperson,44.0,4.0,4.0,4.4,4.5,4.7,3.7,RoleReviewStats
2454,sandblaster,5.0,4.4,4.2,3.8,4.0,4.6,4.2,RoleReviewStats
2455,light-vehicle-mechanic,18.0,3.4,3.8,3.8,3.7,4.1,3.6,RoleReviewStats
2456,parts-interpreter,85.0,3.3,4.0,3.7,3.8,3.5,3.4,RoleReviewStats
2457,print-operator,2.0,3.0,3.5,4.5,3.5,3.5,3.0,RoleReviewStats
2458,nanny,17.0,3.8,3.5,4.5,4.4,4.1,2.9,RoleReviewStats
2459,signmaker,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2460,maintenance-person,2.0,4.0,4.0,5.0,5.0,5.0,3.5,RoleReviewStats
2461,formworker,6.0,4.2,4.2,4.3,4.3,4.0,4.2,RoleReviewStats
2462,truck-mechanic,5.0,4.2,4.6,4.6,4.4,4.6,4.0,RoleReviewStats
2463,machinist,21.0,3.8,4.2,4.0,4.0,4.0,3.9,RoleReviewStats
2464,roofing-plumber,,,,,,,,
2465,mechanic,86.0,3.0,3.9,3.5,3.6,3.8,3.4,RoleReviewStats
2466,drainer,,,,,,,,
2467,controls-technician,,,,,,,,
2468,detailer,14.0,3.5,3.9,3.6,4.2,3.7,3.4,RoleReviewStats
2469,cleaning-supervisor,10.0,3.2,3.6,3.8,3.8,3.8,3.5,RoleReviewStats
2470,diesel-mechanic,88.0,3.9,4.1,4.0,3.7,4.1,3.7,RoleReviewStats
2471,boilermaker,204.0,3.6,3.6,3.9,3.7,3.8,3.5,RoleReviewStats
2472,maintenance-fitter,94.0,3.8,4.0,4.1,3.9,4.2,3.5,RoleReviewStats
2473,vehicle-body-builder,6.0,4.0,4.2,4.2,4.0,3.8,3.5,RoleReviewStats
2474,pool-technician,7.0,3.7,3.9,4.0,4.6,3.1,3.4,RoleReviewStats
2475,fabricator,26.0,3.7,4.0,4.2,4.3,4.4,3.8,RoleReviewStats
2476,swimming-pool-technician,,,,,,,,
2477,fire-technician,9.0,4.1,4.6,4.4,4.3,4.0,4.2,RoleReviewStats
2478,audio-visual-technician,8.0,3.3,3.1,4.1,3.6,4.5,3.9,RoleReviewStats
2479,service-and-installation-technician,1.0,4.0,3.0,4.0,5.0,5.0,4.0,RoleReviewStats
2480,fitter,44.0,3.6,3.8,4.0,3.9,3.9,3.6,RoleReviewStats
2481,pipelayer,2.0,2.5,2.0,2.0,2.5,4.0,2.0,RoleReviewStats
2482,traffic-controller,161.0,3.5,2.8,3.4,3.4,3.3,3.1,RoleReviewStats
2483,printer,9.0,3.3,3.4,3.6,3.6,3.3,3.0,RoleReviewStats
2484,heavy-diesel-mechanic,55.0,3.7,4.1,4.1,3.7,4.2,4.0,RoleReviewStats
2485,diesel-technician,2.0,3.0,4.5,3.5,3.5,4.0,4.0,RoleReviewStats
2486,pump-technician,2.0,4.5,4.5,4.0,4.5,4.0,4.0,RoleReviewStats
2487,cleaner,526.0,3.7,3.7,3.9,4.0,3.6,3.4,RoleReviewStats
2488,arborist,8.0,3.5,3.6,4.0,4.0,3.1,3.4,RoleReviewStats
2489,carpenter,84.0,3.7,3.7,4.0,3.9,4.2,3.9,RoleReviewStats
2490,concreter,19.0,3.7,3.3,3.8,3.3,3.8,3.5,RoleReviewStats
2491,technician,72.0,3.5,3.6,3.7,3.9,3.6,3.3,RoleReviewStats
2492,sheetmetal-worker,8.0,3.3,3.1,3.1,3.0,3.5,2.9,RoleReviewStats
2493,folder-operator,1.0,3.0,4.0,3.0,3.0,3.0,3.0,RoleReviewStats
2494,tyre-fitter,17.0,3.9,4.2,4.1,4.0,3.6,3.8,RoleReviewStats
2495,hydraulic-technician,2.0,2.0,3.0,4.0,2.5,4.0,3.5,RoleReviewStats
2496,general-labourer,31.0,4.1,3.8,4.0,3.9,3.9,4.0,RoleReviewStats
